comment,Cleaned_Comment,Sentiment
"Pretty sure they put Yuki in the car instead of Max, just look at how low the head is😂",Pretty sure they put Yuki in the car instead of Max just look at how low the head is,positive
Wow,Wow,positive
Perez meanwhile: where&#39;s my car?,Perez meanwhile where39s my car,neutral
Meanwhile at Merc.....,Meanwhile at Merc,neutral
Hope PR isnt part of the the Budget cap xD,Hope PR isnt part of the the Budget cap xD,neutral
🇮🇹🇮🇹🇮🇹,,neutral
Palermo 😍💗🖤🦅,Palermo,neutral
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=30"">0:30</a><br><b>max super max max~</b>",030max super max max,positive
Dude...imagine if Red Bull and Mercedes put aside the rivalry for a little bit and make a little mexican stand off. Have Max and Perez meet up with Lewis and Valtteri in an intersection,Dudeimagine if Red Bull and Mercedes put aside the rivalry for a little bit and make a little mexican stand off Have Max and Perez meet up with Lewis and Valtteri in an intersection,negative
"Great great video guys, so proud to see my city here ❤️❤️",Great great video guys so proud to see my city here,positive
I can assure that it&#39;s not max walking through the market 😆,I can assure that it39s not max walking through the market,neutral
"Whenever REDBULL release a Video My Ears to ME, Bruh no full Volume we will DIE ASAP if You continue doing this, Me be like I don&#39;t CARE😏💜🏁",Whenever REDBULL release a Video My Ears to ME Bruh no full Volume we will DIE ASAP if You continue doing this Me be like I don39t CARE,negative
"Just when I saw AlphaTauri&#39;s Italian Job post on Instagram, this popped up. Get &#39;em Bulls, both the bigger and the smaller Bulls.",Just when I saw AlphaTauri39s Italian Job post on Instagram this popped up Get 39em Bulls both the bigger and the smaller Bulls,neutral
I assume that was DC driving and walking,I assume that was DC driving and walking,neutral
After a formula season ends<br>Other teams - let&#39;s preserve our car it&#39;s our heritage<br>Redbull - Yayy! New toy.. !<br>Revising a comment from a legend,After a formula season endsOther teams  let39s preserve our car it39s our heritageRedbull  Yayy New toy Revising a comment from a legend,positive
Where is the mafia in this video?,Where is the mafia in this video,neutral
Ciao,Ciao,neutral
"In Case you missed it, the F1 Car Max has driven is the World Champion Winning Red Bull driven by Vettel, may be Red Bull Honda is conveying in a cryptic way that they have another World Champion is making 😁",In Case you missed it the F1 Car Max has driven is the World Champion Winning Red Bull driven by Vettel may be Red Bull Honda is conveying in a cryptic way that they have another World Champion is making,positive
"Nice Car,  Nice Driver 😀😀 but...... Stupid engine noise 🙄🙄🙄",Nice Car  Nice Driver  but Stupid engine noise,positive
We need a GP in Palermo,We need a GP in Palermo,neutral
"GRAZIE, GRAZIE, GRAZIE! PALERMO LOVE RED BULL, C&#39;MON MAX 💗🖤🇮🇹",GRAZIE GRAZIE GRAZIE PALERMO LOVE RED BULL C39MON MAX,positive
"When you remember that Redbull Racing F1 is at its core, an ad commercial for an Energy drink. Let that sink in.",When you remember that Redbull Racing F1 is at its core an ad commercial for an Energy drink Let that sink in,neutral
"Great video, I live in Mondello bay and I remember the city went into caos on those 3 days of filming, anyway congrats Red Bull and thank you for the beautiful representation of my city!",Great video I live in Mondello bay and I remember the city went into caos on those 3 days of filming anyway congrats Red Bull and thank you for the beautiful representation of my city,positive
"Nice car, nice driver😃😃. Stupid engine noise 🙄🙄🙄",Nice car nice driver Stupid engine noise,positive
Wonderful PALERMO,Wonderful PALERMO,positive
"Video veramente fantastico, studiato nei minimi particolari, realizzato da un gran bel team! Ah, c&#39;è anche Jaki Dale! 💪",Video veramente fantastico studiato nei minimi particolari realizzato da un gran bel team Ah c39 anche Jaki Dale,neutral
Max just parked his car in a freaking boat<br>They should have used that strategy for spa,Max just parked his car in a freaking boatThey should have used that strategy for spa,neutral
ma c&#39;è @Jakidale al minuto 3.04 HAHAHAHAHAHAHAH,ma c39 Jakidale al minuto 304 HAHAHAHAHAHAHAH,neutral
Beautiful sound of V8 engine,Beautiful sound of V8 engine,positive
"Another GP win under your belt, You got this comon!",Another GP win under your belt You got this comon,positive
MERAVIGLIOSO. Forza Max 💛🇮🇹,MERAVIGLIOSO Forza Max,neutral
Soltanto che non era VERSTAPPEN ma una comparsa,Soltanto che non era VERSTAPPEN ma una comparsa,neutral
Can anyone tell me what chassis max is driving ?,Can anyone tell me what chassis max is driving,neutral
CHECO ROADTRIP!!,CHECO ROADTRIP,neutral
FORZA PALERMO !,FORZA PALERMO,neutral
This whole journey could be a series on its own,This whole journey could be a series on its own,positive
Redbull is the only team that brings F1 out of the track for such amazing video stories. How not to live them ♡♡♡,Redbull is the only team that brings F1 out of the track for such amazing video stories How not to live them,positive
"Amazing!❤️<a href=""http://www.youtube.com/results?search_query=%23palermo"">#palermo</a> <a href=""http://www.youtube.com/results?search_query=%23sicily"">#sicily</a>",Amazingpalermo sicily,neutral
Red Bull Media team is something else,Red Bull Media team is something else,neutral
"At last, they did it",At last they did it,neutral
🤩🤩,,neutral
"This is the best video I ever seen. <br>Really congrats to Red Bull, this is awesome! <br>From an Italian Fan, viva l&#39;Italia! Viva Palermo e viva Monza 🇮🇹",This is the best video I ever seen Really congrats to Red Bull this is awesome From an Italian Fan viva l39Italia Viva Palermo e viva Monza,positive
Not gonna lie this type of videos(road trips) put a big smile on my face😃,Not gonna lie this type of videosroad trips put a big smile on my face,positive
"Redbull, can you do these things with your 2005 car as well? I want to hear that V10.",Redbull can you do these things with your 2005 car as well I want to hear that V10,neutral
Impressionante! 🧡🇮🇹,Impressionante,neutral
Forza Redbull !!! Grazzie!!!,Forza Redbull  Grazzie,neutral
i love it’s just for a drink😃  gg redbull,i love its just for a drink  gg redbull,positive
Nice to see Red Bull still clinging onto the RB9,Nice to see Red Bull still clinging onto the RB9,positive
When your PR budget is more than Haas&#39;s entire years F1 budget.,When your PR budget is more than Haas39s entire years F1 budget,positive
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=184"">3:04</a>  Jakidale sei tu?",304  Jakidale sei tu,neutral
The quality is unreal. Stunning camera work. Absolutely beautiful shots. This might possibly be the most beautifully done video I&#39;ve seen for quite some time. It almost makes up for the fact that you guys didn&#39;t find anyone to wear the overalls for the walking bits whom they fit remotely like they do Max 😂,The quality is unreal Stunning camera work Absolutely beautiful shots This might possibly be the most beautifully done video I39ve seen for quite some time It almost makes up for the fact that you guys didn39t find anyone to wear the overalls for the walking bits whom they fit remotely like they do Max,positive
I&#39;m more surprised by how they managed to find flat roads to do this on. 95% of roads in Italy are not that well maintained 😂,I39m more surprised by how they managed to find flat roads to do this on 95 of roads in Italy are not that well maintained,positive
Wow that&#39;s some quality work that video! I make sure to buy a can of bull everytime I go to the petrol station outta respect for the dedication and passion they give to my favourite sport.,Wow that39s some quality work that video I make sure to buy a can of bull everytime I go to the petrol station outta respect for the dedication and passion they give to my favourite sport,positive
We want &#39;Behind the charge zandvoort&#39;😊😊,We want 39Behind the charge zandvoort39,neutral
Box Box Box super Box Box,Box Box Box super Box Box,positive
No one does it better than RBR. Great video!!,No one does it better than RBR Great video,positive
What a lovely city,What a lovely city,positive
Who would have been driving?,Who would have been driving,neutral
Grazie da Palermo! &lt;3,Grazie da Palermo lt3,neutral
"Ci voleva la redbull per vedere palermo pulita<br><br>Che bella, però",Ci voleva la redbull per vedere palermo pulitaChe bella per,neutral
"La mia città, le mie vie. Ragazzi che emozioni. Ci vediamo a Monza. Mi avete commosso.",La mia citt le mie vie Ragazzi che emozioni Ci vediamo a Monza Mi avete commosso,neutral
idk why but this one was pretty boring,idk why but this one was pretty boring,negative
This is Gymkhana of F1,This is Gymkhana of F1,neutral
Was this filmed nowdays or backthen,Was this filmed nowdays or backthen,neutral
The RB from 2014 ?,The RB from 2014,neutral
Bellissimo spot,Bellissimo spot,neutral
Bellisimo!,Bellisimo,neutral
For the first time I’ve heard max say “copy that”,For the first time Ive heard max say copy that,positive
Palermo 🖤💗,Palermo,neutral
Only Red Bull can make such thing😍,Only Red Bull can make such thing,neutral
"I know it ain&#39;t max, but still pretty cool.",I know it ain39t max but still pretty cool,positive
"Wow, such highly produced video. I can just imagine the amount of effort behind this video. Great job, Team RedBull. Let’s win it this week, MAX!",Wow such highly produced video I can just imagine the amount of effort behind this video Great job Team RedBull Lets win it this week MAX,positive
Mega stuff,Mega stuff,neutral
"Peccato che a Palermo c,&#39;era solo la macchina , e non max",Peccato che a Palermo c39era solo la macchina  e non max,neutral
Meraviglia 🇮🇹,Meraviglia,neutral
I don&#39;t think that was max in the car. Looked a lot shorter than max. Also like when he was walking through the market they didn&#39;t show his face. And the one shot of his face was obviously in a studio,I don39t think that was max in the car Looked a lot shorter than max Also like when he was walking through the market they didn39t show his face And the one shot of his face was obviously in a studio,neutral
😍😍😍,,neutral
I think redbull must try with 2013 title winning car <br>It would be great 😍😍😍😍😍,I think redbull must try with 2013 title winning car It would be great,positive
una bomba! :D,una bomba D,neutral
Was that cgi?,Was that cgi,neutral
Red bull really do love there flowers and doing skids in them,Red bull really do love there flowers and doing skids in them,positive
FOZZA PALEEEEMMOOO💖🖤💖🖤,FOZZA PALEEEEMMOOO,neutral
this is surely not max driving right?,this is surely not max driving right,positive
GG it&#39;s so beautifull,GG it39s so beautifull,neutral
"Da palermitano mi avete fatto emozionare! Ciao ragazzi, in bocca al lupo ✨💚",Da palermitano mi avete fatto emozionare Ciao ragazzi in bocca al lupo,neutral
È meraviglioso 😍 Thanks,meraviglioso  Thanks,positive
Nice you guys are still using the 2015 or 2016 RedBull Formula 1,Nice you guys are still using the 2015 or 2016 RedBull Formula 1,positive
"nope! you guys didn&#39;t just decided to come up with a concept to romanticize life with F1, oh please 💙🙁 heck yeaa, lov!!! &#39;🤝🏻&#39;",nope you guys didn39t just decided to come up with a concept to romanticize life with F1 oh please  heck yeaa lov 3939,neutral
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=210"">3:30</a> omg the blue girl is a lil too much 🔥 I&#39;m trying to eat here",330 omg the blue girl is a lil too much  I39m trying to eat here,positive
